REGION,Start,End,RSI,CATEGORY,TERM1PCT,TERM2PCT,TERM3PCT,TERM4PCT,AREA0,POP0,AREA1,POP1,AREA2,POP2,AREA3,POP3,AREA4,POP4,STORM_ID,REGION_CODE,YEAR,MONTH, 
Northern Rockies and Plains,2000-03-20,2000-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000320_20000322_1,105,2000,3, 
Ohio Valley,2000-03-20,2000-03-22,0.088,0,0.928,0.072,0,0,21766,2112459,9398,675149,461,17103,0,0,0,0,20000320_20000322_1,103,2000,3, 
South,2000-03-20,2000-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000320_20000322_1,106,2000,3, 
Southeast,2000-03-20,2000-03-22,0.276,0,1,0,0,0,26581,3922460,13511,1996070,0,0,0,0,0,0,20000320_20000322_1,104,2000,3, 
Upper Midwest,2000-03-20,2000-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000320_20000322_1,102,2000,3, 
National,2000-03-19,2000-03-21,0,0,0,0,0,0,819204,19916873,447393,12468343,83203,2986653,8697,75823,1998,13959,20000319_20000321_1,110,2000,3, 
Northeast,2000-03-19,2000-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000319_20000321_1,101,2000,3, 
Northern Rockies and Plains,2000-03-19,2000-03-21,0.72,0,0.829,0.136,0.035,0,252147,1618059,85413,593689,8216,28376,403,1531,0,0,20000319_20000321_1,105,2000,3, 
Ohio Valley,2000-03-19,2000-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000319_20000321_1,103,2000,3, 
South,2000-03-19,2000-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000319_20000321_1,106,2000,3, 
Southeast,2000-03-19,2000-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000319_20000321_1,104,2000,3, 
Upper Midwest,2000-03-19,2000-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000319_20000321_1,102,2000,3, 
National,2000-03-15,2000-03-17,0,0,0,0,0,0,762467,86458680,240509,20085280,22179,2844580,490,136480,28,10971,20000315_20000317_1,110,2000,3, 
Northeast,2000-03-15,2000-03-17,0.243,0,1,0,0,0,153817,43641090,25139,2795690,0,0,0,0,0,0,20000315_20000317_1,101,2000,3, 
Northern Rockies and Plains,2000-03-15,2000-03-17,0.025,0,1,0,0,0,123930,725385,2959,30150,0,0,0,0,0,0,20000315_20000317_1,105,2000,3, 
Ohio Valley,2000-03-15,2000-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000315_20000317_1,103,2000,3, 
South,2000-03-15,2000-03-17,0.293,0,0.9,0.1,0,0,121556,2420977,38363,692837,1893,19661,0,0,0,0,20000315_20000317_1,106,2000,3, 
Southeast,2000-03-15,2000-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000315_20000317_1,104,2000,3, 
Upper Midwest,2000-03-15,2000-03-17,0.021,0,1,0,0,0,77168,10738118,3036,35718,0,0,0,0,0,0,20000315_20000317_1,102,2000,3, 
National,2000-03-13,2000-03-15,0,0,0,0,0,0,338733,8742327,114906,2818997,8360,173857,0,0,0,0,20000313_20000315_1,110,2000,3, 
Northeast,2000-03-13,2000-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000313_20000315_1,101,2000,3, 
Northern Rockies and Plains,2000-03-13,2000-03-15,0.091,0,1,0,0,0,186443,1333427,15116,72077,0,0,0,0,0,0,20000313_20000315_1,105,2000,3, 
Ohio Valley,2000-03-13,2000-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000313_20000315_1,103,2000,3, 
South,2000-03-13,2000-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000313_20000315_1,106,2000,3, 
Southeast,2000-03-13,2000-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000313_20000315_1,104,2000,3, 
Upper Midwest,2000-03-13,2000-03-15,0.36,0,0.892,0.108,0,0,118645,5289823,43475,904963,2613,49901,0,0,0,0,20000313_20000315_1,102,2000,3, 
National,2000-03-09,2000-03-12,0,0,0,0,0,0,1210504,94783100,449630,32279100,41620,3166500,317,26750,9,3649,20000309_20000312_1,110,2000,3, 
Northeast,2000-03-09,2000-03-12,0.388,0,1,0,0,0,138854,35806380,42937,3365180,0,0,0,0,0,0,20000309_20000312_1,101,2000,3, 
Northern Rockies and Plains,2000-03-09,2000-03-12,0.135,0,0.952,0.048,0,0,259374,1665889,21536,100049,509,2209,0,0,0,0,20000309_20000312_1,105,2000,3, 
Ohio Valley,2000-03-09,2000-03-12,1.463,1,0.724,0.267,0.009,0,242527,31239870,96964,13030270,23794,1877270,163,7260,0,0,20000309_20000312_1,103,2000,3, 
South,2000-03-09,2000-03-12,0.573,0,0.871,0.129,0,0,142170,6121367,46089,2761027,3219,124137,0,0,0,0,20000309_20000312_1,106,2000,3, 
Southeast,2000-03-09,2000-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000309_20000312_1,104,2000,3, 
Upper Midwest,2000-03-09,2000-03-12,0,0,1,0,0,0,19537,7401679,38,4309,0,0,0,0,0,0,20000309_20000312_1,102,2000,3, 
National,2000-03-07,2000-03-10,0,0,0,0,0,0,1206679,61871702,420120,7817502,46973,462752,1585,18697,19,520,20000307_20000310_1,110,2000,3, 
Northeast,2000-03-07,2000-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000307_20000310_1,101,2000,3, 
Northern Rockies and Plains,2000-03-07,2000-03-10,1.017,1,0.737,0.218,0.045,0,361874,2617069,104518,771479,16336,85652,278,6833,0,0,20000307_20000310_1,105,2000,3, 
Ohio Valley,2000-03-07,2000-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000307_20000310_1,103,2000,3, 
South,2000-03-07,2000-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000307_20000310_1,106,2000,3, 
Southeast,2000-03-07,2000-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000307_20000310_1,104,2000,3, 
Upper Midwest,2000-03-07,2000-03-10,0.198,0,0.845,0.155,0,0,215936,21562957,23227,410257,2152,30615,0,0,0,0,20000307_20000310_1,102,2000,3, 
National,2000-03-01,2000-03-04,0,0,0,0,0,0,700136,22792035,245218,6122135,2700,16895,0,0,0,0,20000301_20000304_1,110,2000,3, 
Northeast,2000-03-01,2000-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000301_20000304_1,101,2000,3, 
Northern Rockies and Plains,2000-03-01,2000-03-04,0.001,0,1,0,0,0,57573,824373,134,532,0,0,0,0,0,0,20000301_20000304_1,105,2000,3, 
Ohio Valley,2000-03-01,2000-03-04,0.003,0,1,0,0,0,51144,5168999,422,10289,0,0,0,0,0,0,20000301_20000304_1,103,2000,3, 
South,2000-03-01,2000-03-04,0.459,0,0.817,0.183,0,0,86739,2390486,54065,1009076,5977,27099,0,0,0,0,20000301_20000304_1,106,2000,3, 
Southeast,2000-03-01,2000-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000301_20000304_1,104,2000,3, 
Upper Midwest,2000-03-01,2000-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000301_20000304_1,102,2000,3, 
National,2000-02-24,2000-02-26,0,0,0,0,0,0,1065937,38331038,494749,10664338,95888,3175578,17326,1208488,672,10988,20000224_20000226_1,110,2000,2, 
Northeast,2000-02-24,2000-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000224_20000226_1,101,2000,2, 
Northern Rockies and Plains,2000-02-24,2000-02-26,1.447,1,0.641,0.265,0.062,0.032,417890,2659350,141910,840530,24745,182619,922,9820,105,1573,20000224_20000226_1,105,2000,2, 
Ohio Valley,2000-02-24,2000-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000224_20000226_1,103,2000,2, 
South,2000-02-24,2000-02-26,0.018,0,1,0,0,0,9850,37708,3200,13107,0,0,0,0,0,0,20000224_20000226_1,106,2000,2, 
Southeast,2000-02-24,2000-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000224_20000226_1,104,2000,2, 
Upper Midwest,2000-02-24,2000-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000224_20000226_1,102,2000,2, 
National,2000-02-16,2000-02-20,0,0,0,0,0,0,1496380,159424837,730886,99786037,155316,27734341,10253,668741,0,0,20000216_20000220_1,110,2000,2, 
Northeast,2000-02-16,2000-02-20,1.395,1,0.875,0.125,0,0,172730,57041310,98733,24158310,9283,1057410,0,0,0,0,20000216_20000220_1,101,2000,2, 
Northern Rockies and Plains,2000-02-16,2000-02-20,1.14,1,0.93,0.062,0.008,0,321685,3611504,80570,1694664,5199,27094,172,345,0,0,20000216_20000220_1,105,2000,2, 
Ohio Valley,2000-02-16,2000-02-20,1.119,1,0.506,0.494,0,0,143063,29903410,23409,11646410,9859,6920850,0,0,0,0,20000216_20000220_1,103,2000,2, 
South,2000-02-16,2000-02-20,0.024,0,0.983,0.017,0,0,60783,2317519,4218,20569,28,191,0,0,0,0,20000216_20000220_1,106,2000,2, 
Southeast,2000-02-16,2000-02-20,0.001,0,1,0,0,0,25351,4637643,28,4033,0,0,0,0,0,0,20000216_20000220_1,104,2000,2, 
Upper Midwest,2000-02-16,2000-02-20,1.581,1,0.904,0.096,0,0,249091,23437252,87710,15168432,4535,803332,0,0,0,0,20000216_20000220_1,102,2000,2, 
National,2000-02-14,2000-02-17,0,0,0,0,0,0,1224878,104559757,585967,20047261,102999,3041161,8053,198581,2883,100215,20000214_20000217_1,110,2000,2, 
Northeast,2000-02-14,2000-02-17,0.047,0,0.977,0.023,0,0,153731,44421377,5583,202677,67,2820,0,0,0,0,20000214_20000217_1,101,2000,2, 
Northern Rockies and Plains,2000-02-14,2000-02-17,1.398,1,0.781,0.206,0.013,0,377442,2730615,158324,1068875,16903,152796,182,2030,0,0,20000214_20000217_1,105,2000,2, 
Ohio Valley,2000-02-14,2000-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000214_20000217_1,103,2000,2, 
South,2000-02-14,2000-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000214_20000217_1,106,2000,2, 
Southeast,2000-02-14,2000-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000214_20000217_1,104,2000,2, 
Upper Midwest,2000-02-14,2000-02-17,0.83,0,0.612,0.388,0,0,225421,21869932,66645,1650732,21536,429482,0,0,0,0,20000214_20000217_1,102,2000,2, 
National,2000-02-10,2000-02-15,0,0,0,0,0,0,1757025,148962967,839781,56230263,174450,8078563,35124,1644043,12666,883839,20000210_20000215_1,110,2000,2, 
Northeast,2000-02-10,2000-02-15,0.883,0,0.644,0.353,0.003,0,157027,41948797,63973,4559297,19902,513197,19,545,0,0,20000210_20000215_1,101,2000,2, 
Northern Rockies and Plains,2000-02-10,2000-02-15,0.901,0,0.859,0.131,0.01,0,467276,4487309,106517,807489,8889,43948,144,474,0,0,20000210_20000215_1,105,2000,2, 
Ohio Valley,2000-02-10,2000-02-15,0.011,0,1,0,0,0,189317,34529701,634,184601,0,0,0,0,0,0,20000210_20000215_1,103,2000,2, 
South,2000-02-10,2000-02-15,0.111,0,0.959,0.041,0,0,57160,1975972,15049,301162,317,2044,0,0,0,0,20000210_20000215_1,106,2000,2, 
Southeast,2000-02-10,2000-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000210_20000215_1,104,2000,2, 
Upper Midwest,2000-02-10,2000-02-15,0.758,0,0.993,0.007,0,0,244016,23408367,61061,6428367,221,18347,0,0,0,0,20000210_20000215_1,102,2000,2, 
National,2000-02-09,2000-02-12,0,0,0,0,0,0,697762,54559116,234329,10828416,16807,310316,0,0,0,0,20000209_20000212_1,110,2000,2, 
Northeast,2000-02-09,2000-02-12,0.252,0,1,0,0,0,121095,20974488,31549,835288,0,0,0,0,0,0,20000209_20000212_1,101,2000,2, 
Northern Rockies and Plains,2000-02-09,2000-02-12,0.258,0,0.998,0.002,0,0,333389,2163312,36498,258392,38,174,0,0,0,0,20000209_20000212_1,105,2000,2, 
Ohio Valley,2000-02-09,2000-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000209_20000212_1,103,2000,2, 
South,2000-02-09,2000-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000209_20000212_1,106,2000,2, 
Southeast,2000-02-09,2000-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000209_20000212_1,104,2000,2, 
Upper Midwest,2000-02-09,2000-02-12,0.538,0,0.996,0.004,0,0,188317,18741533,57861,3063833,115,5093,0,0,0,0,20000209_20000212_1,102,2000,2, 
National,2000-01-24,2000-02-01,0,0,0,0,0,0,2244933,194839548,1368705,122259644,293085,21482644,28397,1491244,5112,434734,20000124_20000201_1,110,2000,1, 
Northeast,2000-01-24,2000-02-01,1.469,1,0.854,0.14,0.006,0,173787,56932414,115790,19495614,10868,1257014,67,3564,0,0,20000124_20000201_1,101,2000,1, 
Northern Rockies and Plains,2000-01-24,2000-02-01,1.274,1,0.721,0.238,0.041,0,409798,3933050,132415,903580,20728,133133,691,4417,0,0,20000124_20000201_1,105,2000,1, 
Ohio Valley,2000-01-24,2000-02-01,1.947,1,0.926,0.072,0.001,0,308875,46145945,149964,24661545,9206,571845,28,614,0,0,20000124_20000201_1,103,2000,1, 
South,2000-01-24,2000-02-01,7.068,3,0.329,0.453,0.213,0.005,361969,20688914,242267,11339374,117789,6462124,12627,392604,67,1561,20000124_20000201_1,106,2000,1, 
Southeast,2000-01-24,2000-02-01,1.396,1,0.717,0.278,0.005,0,146168,24766516,52153,6730916,10676,1869236,67,9696,0,0,20000124_20000201_1,104,2000,1, 
Upper Midwest,2000-01-24,2000-02-01,0.445,0,0.992,0.008,0,0,180888,19042657,33144,4051957,144,14707,0,0,0,0,20000124_20000201_1,102,2000,1, 
National,2000-01-24,2000-01-27,0,0,0,0,0,0,546395,128711914,315899,84556314,160688,52877514,13876,3879214,432,242224,20000124_20000127_1,110,2000,1, 
Northeast,2000-01-24,2000-01-27,2.567,1,0.774,0.205,0.021,0,174680,57060450,133694,49472810,18480,7035210,105,117560,0,0,20000124_20000127_1,101,2000,1, 
Northern Rockies and Plains,2000-01-24,2000-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000124_20000127_1,105,2000,1, 
Ohio Valley,2000-01-24,2000-01-27,0.468,0,0.836,0.161,0.003,0,167358,33584261,21007,7240161,2085,809941,9,2491,0,0,20000124_20000127_1,103,2000,1, 
South,2000-01-24,2000-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000124_20000127_1,106,2000,1, 
Southeast,2000-01-24,2000-01-27,7.229,3,0.302,0.333,0.309,0.056,163148,26469285,102750,16489545,64175,11984125,18806,3481885,1009,244725,20000124_20000127_1,104,2000,1, 
Upper Midwest,2000-01-24,2000-01-27,0.049,0,0.83,0.17,0,0,38785,9642380,4420,223040,470,19939,0,0,0,0,20000124_20000127_1,102,2000,1, 
National,2000-01-21,2000-01-23,0,0,0,0,0,0,770097,99495106,179466,16765506,9225,153406,28,123,0,0,20000121_20000123_1,110,2000,1, 
Northeast,2000-01-21,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000121_20000123_1,101,2000,1, 
Northern Rockies and Plains,2000-01-21,2000-01-23,0.011,0,1,0,0,0,126919,807227,2075,7528,0,0,0,0,0,0,20000121_20000123_1,105,2000,1, 
Ohio Valley,2000-01-21,2000-01-23,0.196,0,1,0,0,0,236002,26969340,17519,2477440,0,0,0,0,0,0,20000121_20000123_1,103,2000,1, 
South,2000-01-21,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000121_20000123_1,106,2000,1, 
Southeast,2000-01-21,2000-01-23,0.961,0,0.959,0.041,0,0,136731,24205399,42591,7096199,970,209069,0,0,0,0,20000121_20000123_1,104,2000,1, 
Upper Midwest,2000-01-21,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000121_20000123_1,102,2000,1, 
National,2000-01-18,2000-01-22,0,0,0,0,0,0,1374699,154855492,642947,115300892,70979,6595892,826,31002,38,763,20000118_20000122_1,110,2000,1, 
Northeast,2000-01-18,2000-01-22,0.877,0,0.993,0.007,0,0,174690,57062495,73333,16174195,355,25795,0,0,0,0,20000118_20000122_1,101,2000,1, 
Northern Rockies and Plains,2000-01-18,2000-01-22,0.223,0,0.995,0.005,0,0,337753,3441784,24784,282034,96,413,0,0,0,0,20000118_20000122_1,105,2000,1, 
Ohio Valley,2000-01-18,2000-01-22,2.282,1,0.744,0.229,0.021,0.007,268724,41970440,115079,27521440,28166,3159440,576,25290,38,763,20000118_20000122_1,103,2000,1, 
South,2000-01-18,2000-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000118_20000122_1,106,2000,1, 
Southeast,2000-01-18,2000-01-22,1.555,1,0.935,0.064,0.001,0,94466,16147342,65136,11532632,3709,323532,19,1030,0,0,20000118_20000122_1,104,2000,1, 
Upper Midwest,2000-01-18,2000-01-22,1.562,1,0.853,0.145,0.002,0,243604,23428363,115214,10609763,12031,639533,38,226,0,0,20000118_20000122_1,102,2000,1, 
National,2000-01-17,2000-01-18,0,0,0,0,0,0,331151,57598218,57131,8900718,855,96098,0,0,0,0,20000117_20000118_1,110,2000,1, 
Northeast,2000-01-17,2000-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000117_20000118_1,101,2000,1, 
Northern Rockies and Plains,2000-01-17,2000-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000117_20000118_1,105,2000,1, 
Ohio Valley,2000-01-17,2000-01-18,0.041,0,1,0,0,0,185472,33696521,4362,397521,0,0,0,0,0,0,20000117_20000118_1,103,2000,1, 
South,2000-01-17,2000-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000117_20000118_1,106,2000,1, 
Southeast,2000-01-17,2000-01-18,0.834,0,0.812,0.188,0,0,90977,12561832,30579,5329542,4747,685272,0,0,0,0,20000117_20000118_1,104,2000,1, 
Upper Midwest,2000-01-17,2000-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000117_20000118_1,102,2000,1, 
National,2000-01-15,2000-01-17,0,0,0,0,0,0,334860,67226147,53056,2697647,32481,956697,4612,96794,0,0,20000115_20000117_1,110,2000,1, 
Northeast,2000-01-15,2000-01-17,0.459,0,0.697,0.303,0,0,145860,40671963,38824,1527963,8918,204283,0,0,0,0,20000115_20000117_1,101,2000,1, 
Northern Rockies and Plains,2000-01-15,2000-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000115_20000117_1,105,2000,1, 
Ohio Valley,2000-01-15,2000-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000115_20000117_1,103,2000,1, 
South,2000-01-15,2000-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000115_20000117_1,106,2000,1, 
Southeast,2000-01-15,2000-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000115_20000117_1,104,2000,1, 
Upper Midwest,2000-01-15,2000-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000115_20000117_1,102,2000,1, 
National,2000-01-10,2000-01-14,0,0,0,0,0,0,1362264,127844599,696329,52389303,190316,12231703,35797,989803,8639,333380,20000110_20000114_1,110,2000,1, 
Northeast,2000-01-10,2000-01-14,0.565,0,0.999,0.001,0,0,140863,48786833,41659,12681833,38,2833,0,0,0,0,20000110_20000114_1,101,2000,1, 
Northern Rockies and Plains,2000-01-10,2000-01-14,1.901,1,0.475,0.285,0.222,0.018,405052,2821796,135520,841916,39939,209334,6294,28847,105,976,20000110_20000114_1,105,2000,1, 
Ohio Valley,2000-01-10,2000-01-14,0.022,0,0.967,0.033,0,0,137057,31118209,2690,142409,57,1019,0,0,0,0,20000110_20000114_1,103,2000,1, 
South,2000-01-10,2000-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000110_20000114_1,106,2000,1, 
Southeast,2000-01-10,2000-01-14,0.073,0,0.99,0.01,0,0,28810,3073100,4632,341640,28,2026,0,0,0,0,20000110_20000114_1,104,2000,1, 
Upper Midwest,2000-01-10,2000-01-14,1.32,1,0.8,0.2,0,0,220818,21877760,62167,11476260,6477,1564580,0,0,0,0,20000110_20000114_1,102,2000,1, 
National,2000-01-09,2000-01-12,0,0,0,0,0,0,1136337,79075455,376001,19155355,26831,2055555,326,62185,9,1307,20000109_20000112_1,110,2000,1, 
Northeast,2000-01-09,2000-01-12,0.149,0,0.985,0.015,0,0,138115,19682867,18374,498967,144,4375,0,0,0,0,20000109_20000112_1,101,2000,1, 
Northern Rockies and Plains,2000-01-09,2000-01-12,0.216,0,0.995,0.005,0,0,311402,2492452,29041,229282,86,371,0,0,0,0,20000109_20000112_1,105,2000,1, 
Ohio Valley,2000-01-09,2000-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000109_20000112_1,103,2000,1, 
South,2000-01-09,2000-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000109_20000112_1,106,2000,1, 
Southeast,2000-01-09,2000-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000109_20000112_1,104,2000,1, 
Upper Midwest,2000-01-09,2000-01-12,0.339,0,0.875,0.125,0,0,205826,21048459,31501,1753659,1998,146709,0,0,0,0,20000109_20000112_1,102,2000,1, 
National,2000-01-04,2000-01-06,0,0,0,0,0,0,1015248,33216492,299476,10585892,58967,3660712,1345,34112,86,6657,20000104_20000106_1,110,2000,1, 
Northeast,2000-01-04,2000-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000104_20000106_1,101,2000,1, 
Northern Rockies and Plains,2000-01-04,2000-01-06,0.44,0,0.603,0.276,0.121,0,392654,3624383,41332,233273,8456,51874,451,6729,0,0,20000104_20000106_1,105,2000,1, 
Ohio Valley,2000-01-04,2000-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000104_20000106_1,103,2000,1, 
South,2000-01-04,2000-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000104_20000106_1,106,2000,1, 
Southeast,2000-01-04,2000-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000104_20000106_1,104,2000,1, 
Upper Midwest,2000-01-04,2000-01-06,0.099,0,1,0,0,0,229208,14843814,13492,262514,0,0,0,0,0,0,20000104_20000106_1,102,2000,1, 
National,2000-01-02,2000-01-04,0,0,0,0,0,0,1685577,109693418,499827,23567818,61311,4730818,1604,31988,326,5951,20000102_20000104_1,110,2000,1, 
Northeast,2000-01-02,2000-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000102_20000104_1,101,2000,1, 
Northern Rockies and Plains,2000-01-02,2000-01-04,0.115,0,1,0,0,0,334851,3918110,19614,86910,0,0,0,0,0,0,20000102_20000104_1,105,2000,1, 
Ohio Valley,2000-01-02,2000-01-04,0.022,0,1,0,0,0,127371,26318388,1941,282888,0,0,0,0,0,0,20000102_20000104_1,103,2000,1, 
South,2000-01-02,2000-01-04,0.462,0,0.627,0.302,0.071,0,133165,5494068,37334,1019218,7303,176025,336,5751,0,0,20000102_20000104_1,106,2000,1, 
Southeast,2000-01-02,2000-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000102_20000104_1,104,2000,1, 
Upper Midwest,2000-01-02,2000-01-04,0.51,0,0.839,0.161,0,0,250196,23453434,32376,3896134,4843,177764,0,0,0,0,20000102_20000104_1,102,2000,1, 
National,2000-01-01,2000-01-03,0,0,0,0,0,0,609524,40226078,171750,8676678,19835,502728,3613,41362,0,0,20000101_20000103_1,110,2000,1, 
Northeast,2000-01-01,2000-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000101_20000103_1,101,2000,1, 
Northern Rockies and Plains,2000-01-01,2000-01-03,0.005,0,1,0,0,0,56131,1905194,566,5524,0,0,0,0,0,0,20000101_20000103_1,105,2000,1, 
Ohio Valley,2000-01-01,2000-01-03,0.013,0,1,0,0,0,38247,11134332,1133,159032,0,0,0,0,0,0,20000101_20000103_1,103,2000,1, 
South,2000-01-01,2000-01-03,0.037,0,1,0,0,0,42197,827591,6525,36409,0,0,0,0,0,0,20000101_20000103_1,106,2000,1, 
Southeast,2000-01-01,2000-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000101_20000103_1,104,2000,1, 
Upper Midwest,2000-01-01,2000-01-03,0.742,0,0.597,0.321,0.082,0,193718,15195709,44263,2899009,15337,380389,682,8228,0,0,20000101_20000103_1,102,2000,1, 
National,1999-12-28,1999-12-30,0,0,0,0,0,0,521034,97123855,110399,12399951,6986,237151,9,231,0,0,19991228_19991230_1,110,1999,12, 
Northeast,1999-12-28,1999-12-30,0.014,0,0.978,0.022,0,0,160371,40406044,1585,86444,19,725,0,0,0,0,19991228_19991230_1,101,1999,12, 
Northern Rockies and Plains,1999-12-28,1999-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991228_19991230_1,105,1999,12, 
Ohio Valley,1999-12-28,1999-12-30,0.095,0,0.993,0.007,0,0,149839,31148524,9879,963924,48,1425,0,0,0,0,19991228_19991230_1,103,1999,12, 
South,1999-12-28,1999-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991228_19991230_1,106,1999,12, 
Southeast,1999-12-28,1999-12-30,0.023,0,1,0,0,0,30665,4044181,1460,117041,0,0,0,0,0,0,19991228_19991230_1,104,1999,12, 
Upper Midwest,1999-12-28,1999-12-30,0.316,0,0.835,0.165,0,0,178486,21301036,26417,1729336,3180,103046,0,0,0,0,19991228_19991230_1,102,1999,12, 
National,1999-12-27,1999-12-29,0,0,0,0,0,0,628609,112307172,118779,17706068,2075,222568,0,0,0,0,19991227_19991229_1,110,1999,12, 
Northeast,1999-12-27,1999-12-29,0.071,0,1,0,0,0,147311,45384160,5996,1302760,0,0,0,0,0,0,19991227_19991229_1,101,1999,12, 
Northern Rockies and Plains,1999-12-27,1999-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991227_19991229_1,105,1999,12, 
Ohio Valley,1999-12-27,1999-12-29,0.337,0,0.953,0.047,0,0,191652,36834319,24659,4731819,1095,52399,0,0,0,0,19991227_19991229_1,103,1999,12, 
South,1999-12-27,1999-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991227_19991229_1,106,1999,12, 
Southeast,1999-12-27,1999-12-29,0.044,0,0.989,0.011,0,0,38209,5262850,2806,206670,19,1409,0,0,0,0,19991227_19991229_1,104,1999,12, 
Upper Midwest,1999-12-27,1999-12-29,0.133,0,0.983,0.017,0,0,240413,23084069,15030,651369,115,7264,0,0,0,0,19991227_19991229_1,102,1999,12, 
National,1999-12-22,1999-12-25,0,0,0,0,0,0,617922,69049170,77379,7695170,0,0,0,0,0,0,19991222_19991225_1,110,1999,12, 
Northeast,1999-12-22,1999-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991222_19991225_1,101,1999,12, 
Northern Rockies and Plains,1999-12-22,1999-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991222_19991225_1,105,1999,12, 
